"","network_name","network","pp","network_id","seed_count","no_of_seeds","no_of_activated","no_of_iterations","saved_seeds"
"60","ml_papapa_pp_0.01_015_.mpx","papapa","0.01","015",0.2,200,286,262,0
"61","ml_papapa_pp_0.01_016_.mpx","papapa","0.01","016",0.02,20,35,32,0
"62","ml_papapa_pp_0.01_016_.mpx","papapa","0.01","016",0.05,50,76,71,0
"63","ml_papapa_pp_0.01_016_.mpx","papapa","0.01","016",0.1,100,138,131,0
"64","ml_papapa_pp_0.01_016_.mpx","papapa","0.01","016",0.2,200,249,242,0
"65","ml_papapa_pp_0.01_017_.mpx","papapa","0.01","017",0.02,20,57,39,0
"66","ml_papapa_pp_0.01_017_.mpx","papapa","0.01","017",0.05,50,106,85,0
"67","ml_papapa_pp_0.01_017_.mpx","papapa","0.01","017",0.1,100,166,145,0
"68","ml_papapa_pp_0.01_017_.mpx","papapa","0.01","017",0.2,200,278,257,0
"69","ml_papapa_pp_0.01_018_.mpx","papapa","0.01","018",0.02,20,48,42,0
"70","ml_papapa_pp_0.01_018_.mpx","papapa","0.01","018",0.05,50,110,95,0
"71","ml_papapa_pp_0.01_018_.mpx","papapa","0.01","018",0.1,100,179,161,0
"72","ml_papapa_pp_0.01_018_.mpx","papapa","0.01","018",0.2,200,300,280,0
"73","ml_papapa_pp_0.01_019_.mpx","papapa","0.01","019",0.02,20,54,41,0
"74","ml_papapa_pp_0.01_019_.mpx","papapa","0.01","019",0.05,50,101,84,0
"75","ml_papapa_pp_0.01_019_.mpx","papapa","0.01","019",0.1,100,163,146,0
"76","ml_papapa_pp_0.01_019_.mpx","papapa","0.01","019",0.2,200,278,260,0
"77","ml_papapa_pp_0.01_020_.mpx","papapa","0.01","020",0.02,20,49,39,0
"78","ml_papapa_pp_0.01_020_.mpx","papapa","0.01","020",0.05,50,102,85,0
"79","ml_papapa_pp_0.01_020_.mpx","papapa","0.01","020",0.1,100,162,145,0
"80","ml_papapa_pp_0.01_020_.mpx","papapa","0.01","020",0.2,200,286,263,0
"81","ml_papapa_pp_0.01_021_.mpx","papapa","0.01","021",0.02,20,46,32,0
"82","ml_papapa_pp_0.01_021_.mpx","papapa","0.01","021",0.05,50,99,78,0
"83","ml_papapa_pp_0.01_021_.mpx","papapa","0.01","021",0.1,100,165,142,0
"84","ml_papapa_pp_0.01_021_.mpx","papapa","0.01","021",0.2,200,283,258,0
"85","ml_papapa_pp_0.01_022_.mpx","papapa","0.01","022",0.02,20,36,33,0
"86","ml_papapa_pp_0.01_022_.mpx","papapa","0.01","022",0.05,50,85,81,0
"87","ml_papapa_pp_0.01_022_.mpx","papapa","0.01","022",0.1,100,155,149,0
"88","ml_papapa_pp_0.01_022_.mpx","papapa","0.01","022",0.2,200,284,273,0
"89","ml_papapa_pp_0.01_023_.mpx","papapa","0.01","023",0.02,20,54,45,0
"90","ml_papapa_pp_0.01_023_.mpx","papapa","0.01","023",0.05,50,104,89,0
"91","ml_papapa_pp_0.01_023_.mpx","papapa","0.01","023",0.1,100,173,155,0
"92","ml_papapa_pp_0.01_023_.mpx","papapa","0.01","023",0.2,200,289,269,0
"93","ml_papapa_pp_0.01_024_.mpx","papapa","0.01","024",0.02,20,59,44,0
"94","ml_papapa_pp_0.01_024_.mpx","papapa","0.01","024",0.05,50,107,90,0
"95","ml_papapa_pp_0.01_024_.mpx","papapa","0.01","024",0.1,100,173,155,0
"96","ml_papapa_pp_0.01_024_.mpx","papapa","0.01","024",0.2,200,293,274,0
"97","ml_papapa_pp_0.01_025_.mpx","papapa","0.01","025",0.02,20,63,46,0
"98","ml_papapa_pp_0.01_025_.mpx","papapa","0.01","025",0.05,50,108,89,0
"99","ml_papapa_pp_0.01_025_.mpx","papapa","0.01","025",0.1,100,174,155,0
"100","ml_papapa_pp_0.01_025_.mpx","papapa","0.01","025",0.2,200,297,277,0
"101","ml_papapa_pp_0.01_026_.mpx","papapa","0.01","026",0.02,20,61,40,0
"102","ml_papapa_pp_0.01_026_.mpx","papapa","0.01","026",0.05,50,104,83,0
"103","ml_papapa_pp_0.01_026_.mpx","papapa","0.01","026",0.1,100,173,151,0
"104","ml_papapa_pp_0.01_026_.mpx","papapa","0.01","026",0.2,200,290,267,0
"105","ml_papapa_pp_0.01_027_.mpx","papapa","0.01","027",0.02,20,45,38,0
"106","ml_papapa_pp_0.01_027_.mpx","papapa","0.01","027",0.05,50,97,86,0
"107","ml_papapa_pp_0.01_027_.mpx","papapa","0.01","027",0.1,100,168,153,0
"108","ml_papapa_pp_0.01_027_.mpx","papapa","0.01","027",0.2,200,280,265,0
"109","ml_papapa_pp_0.01_028_.mpx","papapa","0.01","028",0.02,20,64,43,0
"110","ml_papapa_pp_0.01_028_.mpx","papapa","0.01","028",0.05,50,110,84,0
"111","ml_papapa_pp_0.01_028_.mpx","papapa","0.01","028",0.1,100,175,148,0
"112","ml_papapa_pp_0.01_028_.mpx","papapa","0.01","028",0.2,200,293,264,0
"113","ml_papapa_pp_0.01_029_.mpx","papapa","0.01","029",0.02,20,54,41,0
"114","ml_papapa_pp_0.01_029_.mpx","papapa","0.01","029",0.05,50,96,82,0
"115","ml_papapa_pp_0.01_029_.mpx","papapa","0.01","029",0.1,100,168,152,0
"116","ml_papapa_pp_0.01_029_.mpx","papapa","0.01","029",0.2,200,285,268,0
"117","ml_papapa_pp_0.01_030_.mpx","papapa","0.01","030",0.02,20,56,43,0
"118","ml_papapa_pp_0.01_030_.mpx","papapa","0.01","030",0.05,50,101,86,0
"119","ml_papapa_pp_0.01_030_.mpx","papapa","0.01","030",0.1,100,165,148,0
"120","ml_papapa_pp_0.01_030_.mpx","papapa","0.01","030",0.2,200,283,266,0
"121","ml_papapa_pp_0.01_031_.mpx","papapa","0.01","031",0.02,20,60,42,0
"122","ml_papapa_pp_0.01_031_.mpx","papapa","0.01","031",0.05,50,111,89,0
"123","ml_papapa_pp_0.01_031_.mpx","papapa","0.01","031",0.1,100,182,155,0
"124","ml_papapa_pp_0.01_031_.mpx","papapa","0.01","031",0.2,200,303,271,0
"125","ml_papapa_pp_0.01_032_.mpx","papapa","0.01","032",0.02,20,51,37,0
"126","ml_papapa_pp_0.01_032_.mpx","papapa","0.01","032",0.05,50,99,82,0
"127","ml_papapa_pp_0.01_032_.mpx","papapa","0.01","032",0.1,100,167,149,0
"128","ml_papapa_pp_0.01_032_.mpx","papapa","0.01","032",0.2,200,287,269,0
"129","ml_papapa_pp_0.01_033_.mpx","papapa","0.01","033",0.02,20,49,37,0
"130","ml_papapa_pp_0.01_033_.mpx","papapa","0.01","033",0.05,50,100,83,0
"131","ml_papapa_pp_0.01_033_.mpx","papapa","0.01","033",0.1,100,169,151,0
"132","ml_papapa_pp_0.01_033_.mpx","papapa","0.01","033",0.2,200,282,264,0
"133","ml_papapa_pp_0.01_034_.mpx","papapa","0.01","034",0.02,20,50,40,0
"134","ml_papapa_pp_0.01_034_.mpx","papapa","0.01","034",0.05,50,95,81,0
"135","ml_papapa_pp_0.01_034_.mpx","papapa","0.01","034",0.1,100,162,146,0
"136","ml_papapa_pp_0.01_034_.mpx","papapa","0.01","034",0.2,200,280,264,0
"137","ml_papapa_pp_0.01_035_.mpx","papapa","0.01","035",0.02,20,51,43,0
"138","ml_papapa_pp_0.01_035_.mpx","papapa","0.01","035",0.05,50,101,89,0
"139","ml_papapa_pp_0.01_035_.mpx","papapa","0.01","035",0.1,100,166,151,0
"140","ml_papapa_pp_0.01_035_.mpx","papapa","0.01","035",0.2,200,277,262,0
"141","ml_papapa_pp_0.01_036_.mpx","papapa","0.01","036",0.02,20,46,38,0
"142","ml_papapa_pp_0.01_036_.mpx","papapa","0.01","036",0.05,50,90,81,0
"143","ml_papapa_pp_0.01_036_.mpx","papapa","0.01","036",0.1,100,157,144,0
"144","ml_papapa_pp_0.01_036_.mpx","papapa","0.01","036",0.2,200,278,263,0
"145","ml_papapa_pp_0.01_037_.mpx","papapa","0.01","037",0.02,20,41,34,0
"146","ml_papapa_pp_0.01_037_.mpx","papapa","0.01","037",0.05,50,91,79,0
"147","ml_papapa_pp_0.01_037_.mpx","papapa","0.01","037",0.1,100,157,142,0
"148","ml_papapa_pp_0.01_037_.mpx","papapa","0.01","037",0.2,200,270,255,0
"149","ml_papapa_pp_0.01_038_.mpx","papapa","0.01","038",0.02,20,48,39,0
"150","ml_papapa_pp_0.01_038_.mpx","papapa","0.01","038",0.05,50,94,82,0
"151","ml_papapa_pp_0.01_038_.mpx","papapa","0.01","038",0.1,100,165,150,0
"152","ml_papapa_pp_0.01_038_.mpx","papapa","0.01","038",0.2,200,282,266,0
"153","ml_papapa_pp_0.01_039_.mpx","papapa","0.01","039",0.02,20,49,38,0
"154","ml_papapa_pp_0.01_039_.mpx","papapa","0.01","039",0.05,50,96,84,0
"155","ml_papapa_pp_0.01_039_.mpx","papapa","0.01","039",0.1,100,161,147,0
"156","ml_papapa_pp_0.01_039_.mpx","papapa","0.01","039",0.2,200,279,263,0
"157","ml_papapa_pp_0.01_040_.mpx","papapa","0.01","040",0.02,20,68,41,0
"158","ml_papapa_pp_0.01_040_.mpx","papapa","0.01","040",0.05,50,105,78,0
"159","ml_papapa_pp_0.01_040_.mpx","papapa","0.01","040",0.1,100,164,137,0
"160","ml_papapa_pp_0.01_040_.mpx","papapa","0.01","040",0.2,200,285,257,0
"161","ml_papapa_pp_0.01_041_.mpx","papapa","0.01","041",0.02,20,70,50,0
"162","ml_papapa_pp_0.01_041_.mpx","papapa","0.01","041",0.05,50,121,98,0
"163","ml_papapa_pp_0.01_041_.mpx","papapa","0.01","041",0.1,100,187,162,0
"164","ml_papapa_pp_0.01_041_.mpx","papapa","0.01","041",0.2,200,297,269,0
"165","ml_papapa_pp_0.01_042_.mpx","papapa","0.01","042",0.02,20,63,45,0
"166","ml_papapa_pp_0.01_042_.mpx","papapa","0.01","042",0.05,50,109,87,0
"167","ml_papapa_pp_0.01_042_.mpx","papapa","0.01","042",0.1,100,174,149,0
"168","ml_papapa_pp_0.01_042_.mpx","papapa","0.01","042",0.2,200,284,259,0
"169","ml_papapa_pp_0.01_043_.mpx","papapa","0.01","043",0.02,20,65,43,0
"170","ml_papapa_pp_0.01_043_.mpx","papapa","0.01","043",0.05,50,109,85,0
"171","ml_papapa_pp_0.01_043_.mpx","papapa","0.01","043",0.1,100,174,149,0
"172","ml_papapa_pp_0.01_043_.mpx","papapa","0.01","043",0.2,200,293,267,0
"173","ml_papapa_pp_0.01_044_.mpx","papapa","0.01","044",0.02,20,52,39,0
"174","ml_papapa_pp_0.01_044_.mpx","papapa","0.01","044",0.05,50,109,87,0
"175","ml_papapa_pp_0.01_044_.mpx","papapa","0.01","044",0.1,100,170,148,0
"176","ml_papapa_pp_0.01_044_.mpx","papapa","0.01","044",0.2,200,288,265,0
"177","ml_papapa_pp_0.01_045_.mpx","papapa","0.01","045",0.02,20,44,36,0
"178","ml_papapa_pp_0.01_045_.mpx","papapa","0.01","045",0.05,50,86,77,0
"179","ml_papapa_pp_0.01_045_.mpx","papapa","0.01","045",0.1,100,156,143,0
"180","ml_papapa_pp_0.01_045_.mpx","papapa","0.01","045",0.2,200,275,262,0
"181","ml_papapa_pp_0.01_046_.mpx","papapa","0.01","046",0.02,20,49,39,0
"182","ml_papapa_pp_0.01_046_.mpx","papapa","0.01","046",0.05,50,99,86,0
"183","ml_papapa_pp_0.01_046_.mpx","papapa","0.01","046",0.1,100,159,145,0
"184","ml_papapa_pp_0.01_046_.mpx","papapa","0.01","046",0.2,200,279,263,0
"185","ml_papapa_pp_0.01_047_.mpx","papapa","0.01","047",0.02,20,51,41,0
"186","ml_papapa_pp_0.01_047_.mpx","papapa","0.01","047",0.05,50,99,87,0
"187","ml_papapa_pp_0.01_047_.mpx","papapa","0.01","047",0.1,100,176,159,0
"188","ml_papapa_pp_0.01_047_.mpx","papapa","0.01","047",0.2,200,301,281,0
"189","ml_papapa_pp_0.01_048_.mpx","papapa","0.01","048",0.02,20,59,42,0
"190","ml_papapa_pp_0.01_048_.mpx","papapa","0.01","048",0.05,50,113,91,0
"191","ml_papapa_pp_0.01_048_.mpx","papapa","0.01","048",0.1,100,180,156,0
"192","ml_papapa_pp_0.01_048_.mpx","papapa","0.01","048",0.2,200,291,267,0
"193","ml_papapa_pp_0.01_049_.mpx","papapa","0.01","049",0.02,20,44,35,0
"194","ml_papapa_pp_0.01_049_.mpx","papapa","0.01","049",0.05,50,87,74,0
"195","ml_papapa_pp_0.01_049_.mpx","papapa","0.01","049",0.1,100,165,148,0
