"","network_name","network","pp","network_id","seed_count","no_of_seeds","no_of_activated","no_of_iterations","saved_seeds"
"1988","ml_EUAir_pp_0.1_097_.mpx","EUAir","0.1","097",0.2,83,352,91,0
"1989","ml_EUAir_pp_0.1_098_.mpx","EUAir","0.1","098",0.02,8,279,14,0
"1990","ml_EUAir_pp_0.1_098_.mpx","EUAir","0.1","098",0.05,20,293,28,0
"1991","ml_EUAir_pp_0.1_098_.mpx","EUAir","0.1","098",0.1,41,314,49,0
"1992","ml_EUAir_pp_0.1_098_.mpx","EUAir","0.1","098",0.2,83,357,92,0
"1993","ml_EUAir_pp_0.1_099_.mpx","EUAir","0.1","099",0.02,8,271,18,0
"1994","ml_EUAir_pp_0.1_099_.mpx","EUAir","0.1","099",0.05,20,284,31,0
"1995","ml_EUAir_pp_0.1_099_.mpx","EUAir","0.1","099",0.1,41,307,54,0
"1996","ml_EUAir_pp_0.1_099_.mpx","EUAir","0.1","099",0.2,83,349,96,0
"1997","ml_EUAir_pp_0.1_100_.mpx","EUAir","0.1","100",0.02,8,273,17,0
"1998","ml_EUAir_pp_0.1_100_.mpx","EUAir","0.1","100",0.05,20,288,32,0
"1999","ml_EUAir_pp_0.1_100_.mpx","EUAir","0.1","100",0.1,41,312,56,0
"2000","ml_EUAir_pp_0.1_100_.mpx","EUAir","0.1","100",0.2,83,356,100,0
"2001","ml_EUAir_pp_0.2_001_.mpx","EUAir","0.2","001",0.02,8,332,14,0
"2002","ml_EUAir_pp_0.2_001_.mpx","EUAir","0.2","001",0.05,20,346,28,0
"2003","ml_EUAir_pp_0.2_001_.mpx","EUAir","0.2","001",0.1,41,367,49,0
"2004","ml_EUAir_pp_0.2_001_.mpx","EUAir","0.2","001",0.2,83,409,91,0
"2005","ml_EUAir_pp_0.2_002_.mpx","EUAir","0.2","002",0.02,8,340,14,0
"2006","ml_EUAir_pp_0.2_002_.mpx","EUAir","0.2","002",0.05,20,352,26,0
"2007","ml_EUAir_pp_0.2_002_.mpx","EUAir","0.2","002",0.1,41,373,47,0
"2008","ml_EUAir_pp_0.2_002_.mpx","EUAir","0.2","002",0.2,83,415,89,0
"2009","ml_EUAir_pp_0.2_003_.mpx","EUAir","0.2","003",0.02,8,337,14,0
"2010","ml_EUAir_pp_0.2_003_.mpx","EUAir","0.2","003",0.05,20,349,26,0
"2011","ml_EUAir_pp_0.2_003_.mpx","EUAir","0.2","003",0.1,41,370,47,0
"2012","ml_EUAir_pp_0.2_003_.mpx","EUAir","0.2","003",0.2,83,412,89,0
"2013","ml_EUAir_pp_0.2_004_.mpx","EUAir","0.2","004",0.02,8,348,17,0
"2014","ml_EUAir_pp_0.2_004_.mpx","EUAir","0.2","004",0.05,20,360,29,0
"2015","ml_EUAir_pp_0.2_004_.mpx","EUAir","0.2","004",0.1,41,381,50,0
"2016","ml_EUAir_pp_0.2_004_.mpx","EUAir","0.2","004",0.2,83,417,86,6
"2017","ml_EUAir_pp_0.2_005_.mpx","EUAir","0.2","005",0.02,8,338,16,0
"2018","ml_EUAir_pp_0.2_005_.mpx","EUAir","0.2","005",0.05,20,353,31,0
"2019","ml_EUAir_pp_0.2_005_.mpx","EUAir","0.2","005",0.1,41,375,53,0
"2020","ml_EUAir_pp_0.2_005_.mpx","EUAir","0.2","005",0.2,83,417,95,0
"2021","ml_EUAir_pp_0.2_006_.mpx","EUAir","0.2","006",0.02,8,329,14,0
"2022","ml_EUAir_pp_0.2_006_.mpx","EUAir","0.2","006",0.05,20,342,27,0
"2023","ml_EUAir_pp_0.2_006_.mpx","EUAir","0.2","006",0.1,41,363,48,0
"2024","ml_EUAir_pp_0.2_006_.mpx","EUAir","0.2","006",0.2,83,405,90,0
"2025","ml_EUAir_pp_0.2_007_.mpx","EUAir","0.2","007",0.02,8,342,13,0
"2026","ml_EUAir_pp_0.2_007_.mpx","EUAir","0.2","007",0.05,20,354,25,0
"2027","ml_EUAir_pp_0.2_007_.mpx","EUAir","0.2","007",0.1,41,375,46,0
"2028","ml_EUAir_pp_0.2_007_.mpx","EUAir","0.2","007",0.2,83,417,88,0
"2029","ml_EUAir_pp_0.2_008_.mpx","EUAir","0.2","008",0.02,8,335,13,0
"2030","ml_EUAir_pp_0.2_008_.mpx","EUAir","0.2","008",0.05,20,349,27,0
